Date,PG,MSFT,F,GE
2007-08-28,47.36269,21.701365,5.918047,26.184868
2007-08-29,47.670155,22.21417,6.083531,26.639053
2007-08-30,47.589638,22.105394,6.044127,26.425728
2007-08-31,47.809242,22.322954,6.154452,26.749163
2007-09-04,47.911709,22.385107,6.296297,26.866144
2007-09-05,47.919041,22.128702,6.122933,26.666582
2007-09-06,48.394844,22.462812,6.130812,27.113892
2007-09-07,47.926376,22.097618,5.925925,26.666582
2007-09-10,48.24115,22.128702,5.925925,26.969385
2007-09-11,49.039055,22.478342,5.973207,27.182716
2007-09-12,49.273296,22.478342,5.910164,27.457981
2007-09-13,49.383114,22.657059,6.241136,27.877764
2007-09-14,49.639317,22.563822,6.327818,27.767654
2007-09-17,49.741806,22.322954,6.524823,27.650665
2007-09-18,50.276196,22.478342,6.635146,28.682917
2007-09-19,50.356731,22.276331,6.619386,28.744852
2007-09-20,50.495804,22.082079,6.501183,28.571651
2007-09-21,50.795937,22.260794,6.485422,28.578571
2007-09-24,51.096062,22.594896,6.682427,28.301456
2007-09-25,51.132675,22.967852,6.572105,28.474653
2007-09-26,51.615807,22.92123,6.997638,28.592432
2007-09-27,51.315685,22.913465,6.800631,28.675575
2007-09-28,51.491364,22.890156,6.690307,28.682501
2007-10-01,51.908634,23.131016,6.485422,29.112043
2007-10-02,51.776867,23.076635,6.753349,29.181326
2007-10-03,51.542614,22.882387,6.643025,28.786413
2007-10-04,51.850079,23.084398,6.509064,28.890347
2007-10-05,51.850079,23.185415,6.595746,28.938847
2007-10-08,51.762226,23.185415,6.453901,28.772575
2007-10-09,52.03307,23.387424,6.556344,29.112043
2007-10-10,52.267338,23.48844,6.485422,28.966562
2007-10-11,52.538177,23.239799,6.903073,28.821064
2007-10-12,52.486942,23.44182,7.249804,28.426159
2007-10-15,51.974522,23.340807,7.084318,28.280664
2007-10-16,51.842751,23.558367,6.918834,28.246025
2007-10-17,51.931023,24.148876,6.847911,28.405376
2007-10-18,52.1591,24.211031,6.903073,28.25989
2007-10-19,52.085529,23.44182,6.595746,27.74028
2007-10-22,52.276794,23.705994,6.572105,27.830343
2007-10-23,52.423943,24.009016,6.816391,28.045109
2007-10-24,52.512203,24.280964,6.76911,27.87191
2007-10-25,52.490135,24.855942,6.776991,27.823416
2007-10-26,52.784401,27.217989,6.832151,27.975832
2007-10-29,52.843262,26.860575,6.910954,28.10054
2007-10-30,50.724529,27.637566,6.934594,28.045109
2007-10-31,51.143864,28.601042,6.989756,28.516222
2007-11-01,50.459686,28.79528,6.698188,27.94812
2007-11-02,51.165939,28.79528,7.052797,27.941189
2007-11-05,51.629417,28.538872,6.832151,27.85112
2007-11-06,51.842751,28.290245,6.800631,27.837263
2007-11-07,51.07029,27.598717,6.493303,27.075174
2007-11-08,52.114952,26.992666,6.682427,27.0336
2007-11-09,51.805969,26.207903,6.461781,26.590206
2007-11-12,52.063457,25.935959,6.201734,26.500145
2007-11-13,52.651989,26.863634,6.304177,27.165243
2007-11-14,52.629921,26.450468,6.288415,27.026678
2007-11-15,52.843262,26.317938,6.130812,26.541714
2007-11-16,53.843781,26.575203,6.067771,26.777269
2007-11-19,53.571594,26.473852,5.784081,26.437786
2007-11-20,53.858498,26.957178,5.705279,26.354649
2007-11-21,53.159611,26.684334,5.476753,25.75189
2007-11-23,53.601021,26.590792,5.665879,26.098295
2007-11-26,53.108105,25.702089,5.539795,25.447062
2007-11-27,53.799633,25.772251,5.571316,25.945881
2007-11-28,54.373466,26.271168,5.799843,26.645626
2007-11-29,54.550022,26.185415,5.744681,26.423922
2007-11-30,54.439674,26.193216,5.918047,26.527853
2007-12-03,54.086544,25.663107,5.713161,25.585625
2007-12-04,53.917358,25.546179,5.492514,25.11451
2007-12-05,54.299889,26.621965,5.500394,25.433199
2007-12-06,54.57209,26.933792,5.563437,25.814245
2007-12-07,54.527962,26.918203,5.563437,25.793472
2007-12-10,54.682457,27.097494,5.626478,25.918171
2007-12-11,54.321941,26.582985,5.492514,25.654903
2007-12-12,54.932571,26.871431,5.563437,25.807325
2007-12-13,54.733948,27.456099,5.508274,26.03595
2007-12-14,54.3661,27.52627,5.429472,25.571764
2007-12-17,53.880566,26.809067,5.35855,25.273863
2007-12-18,53.586292,27.081911,5.36643,25.495554
2007-12-19,53.689301,27.120884,5.32703,25.33621
2007-12-20,53.843781,27.689962,5.350669,25.517885
2007-12-21,54.498528,28.110926,5.350669,25.951097
2007-12-24,54.395527,28.516302,5.319149,26.223612
2007-12-26,54.469097,28.539686,5.429472,26.237587
2007-12-27,54.358742,28.040766,5.390071,25.986032
2007-12-28,54.623585,28.157701,5.279748,26.090847
2007-12-31,54.012974,27.752327,5.303388,25.902184
2008-01-02,53.196381,27.456099,5.200946,25.685581
2008-01-03,53.196381,27.573027,5.082742,25.71353
2008-01-04,52.983047,26.801273,4.830575,25.182486
2008-01-07,53.328819,26.980566,4.854217,25.280321
2008-01-08,53.468582,26.076279,4.806935,24.735296
2008-01-09,53.365593,26.848042,4.783295,25.014795
2008-01-10,53.321449,26.762291,4.925138,25.098633
2008-01-11,51.629417,26.434879,4.775415,24.574587
2008-01-14,51.710346,26.809067,4.869977,24.777222
2008-01-15,51.276283,26.505037,4.704492,24.127394
2008-01-16,50.899193,25.904774,4.61781,24.148357
2008-01-17,50.329868,25.811226,4.539007,23.205061
2008-01-18,49.649647,25.733261,4.665091,23.973677
2008-01-22,48.156078,24.914732,4.672971,23.791998
2008-01-23,48.976803,24.891348,4.96454,24.169319
2008-01-24,48.910271,25.920368,4.933018,24.211246
2008-01-25,48.289173,25.678703,5.185185,23.757065
2008-01-28,48.274376,25.507202,5.256108,24.260153
2008-01-29,47.823372,25.413656,5.271868,24.288095
2008-01-30,48.126499,25.10183,5.319149,24.413876
2008-01-31,48.370514,25.413656,5.232466,24.707348
2008-02-01,48.836338,23.737595,5.397951,25.266338
2008-02-04,48.910271,23.534908,5.263988,24.714344
2008-02-05,48.08955,22.661806,5.066981,23.903805
2008-02-06,48.289173,22.233047,4.97242,23.896814
2008-02-07,48.629299,21.921225,4.862096,23.917774
2008-02-08,48.074757,22.264225,4.791174,23.645275
2008-02-11,48.799347,21.991383,5.035461,23.764055
2008-02-12,49.657051,22.09272,5.090622,24.015598
2008-02-13,49.538727,22.576056,5.185185,24.441824
2008-02-14,49.265167,22.217463,5.090622,24.029572
2008-02-15,49.02116,22.155094,5.082742,24.015598
2008-02-19,49.028557,22.045532,5.106383,23.952711
2008-02-20,48.925045,22.084654,5.051221,24.00861
2008-02-21,48.769772,21.990749,4.909378,23.754778
2008-02-22,48.954617,21.662058,4.925138,23.656059
2008-02-25,49.302124,21.787271,5.090622,24.121424
2008-02-26,50.041512,22.209873,5.137905,23.931049
2008-02-27,49.694012,22.115957,5.200946,23.987453
2008-02-28,49.516552,21.85771,5.216706,23.86759
2008-02-29,48.932438,21.286415,5.145785,23.36697
2008-03-03,49.058136,21.122072,4.869977,23.550303
2008-03-04,48.836338,21.591625,4.830575,23.634909
2008-03-05,49.316914,22.006395,4.822694,23.740675
2008-03-06,49.176426,21.575975,4.680851,23.169538
2008-03-07,48.651478,21.810751,4.554767,22.725332
2008-03-10,48.621899,21.951612,4.412923,22.351631
2008-03-11,49.287342,22.9142,4.649331,23.550303
2008-03-12,49.56831,22.405516,4.491726,23.945147
2008-03-13,49.804916,22.397696,4.247439,24.149632
2008-03-14,49.3465,21.881187,4.168637,23.846436
2008-03-17,49.575699,22.147266,4.026793,24.206041
2008-03-18,50.677387,23.023762,4.168637,25.482271
2008-03-19,50.137619,22.397696,4.29472,25.094465
2008-03-20,51.291065,22.835941,4.428684,26.434151
2008-03-24,51.734703,22.828117,4.696612,26.370691
2008-03-25,51.416767,22.804638,4.728134,26.279032
2008-03-26,51.490704,22.350735,4.62569,26.180311
2008-03-27,51.320656,21.951612,4.594168,25.968786
2008-03-28,51.342831,21.842051,4.405043,25.81366
2008-03-31,51.80864,22.209873,4.507485,26.095699
2008-04-01,52.599781,23.086372,4.704492,27.096939
2008-04-02,52.111778,22.820288,4.830575,26.807856
2008-04-03,52.104404,22.695072,5.090622,26.680929
2008-04-04,52.200516,22.820288,5.114264,26.483507
2008-04-07,52.133976,22.820288,5.303388,26.271973
2008-04-08,52.237476,22.499432,5.445233,26.053391
2008-04-09,51.912151,22.608995,5.295507,25.693792
2008-04-10,51.889988,22.781164,5.311269,25.912376
2008-04-11,51.756886,22.13162,5.271868,22.598412
2008-04-14,51.845615,21.959442,5.342791,22.386887
2008-04-15,51.926937,22.108131,5.421592,22.549055
2008-04-16,51.510517,22.655954,5.665879,22.725332
2008-04-17,50.238922,22.867243,5.72104,22.577265
2008-04-18,49.948917,23.477673,5.870764,23.049677
2008-04-21,50.417389,23.806353,6.091411,22.887503
2008-04-22,50.171993,23.673311,6.028368,22.795845
2008-04-23,49.948917,24.612423,5.925925,22.81699
2008-04-24,49.696079,24.886324,6.619386,23.134287
2008-04-25,49.487888,23.344627,5.910164,23.500942
2008-04-28,49.235039,22.687256,6.469663,23.388121
2008-04-29,49.00452,22.413349,6.398739,23.141342
2008-04-30,49.859692,22.319431,6.509064,23.056732
2008-05-01,49.844814,23.008116,6.682427,23.352869
2008-05-02,49.673775,22.882896,6.516943,23.507994
2008-05-05,49.562244,22.757681,6.564225,23.395174
2008-05-06,49.562244,23.242891,6.516943,23.268255
2008-05-07,48.930164,22.859419,6.272656,22.965065
2008-05-08,49.01939,22.906376,6.461781,22.979168
2008-05-09,48.491421,23.000288,6.382978,22.753538
2008-05-12,48.595528,23.469837,6.422379,22.845198
2008-05-13,48.878113,23.391289,6.485422,22.795845
2008-05-14,48.707066,23.509111,6.4145,22.922754
2008-05-15,49.346592,23.917557,6.43814,22.824043
2008-05-16,49.636593,23.556242,6.39086,22.654823
2008-05-19,49.718388,23.139944,6.319937,22.845198
2008-05-20,48.97477,22.590115,6.304177,22.365728
2008-05-21,48.461666,22.189522,6.146574,21.851009
2008-05-22,48.796318,22.362326,5.642237,21.865112
2008-05-23,48.536041,22.032429,5.413711,21.456154
2008-05-27,48.387318,22.338762,5.35855,21.434999
2008-05-28,48.238586,22.134537,5.342791,21.54076
2008-05-29,48.684772,22.236649,5.287627,21.604225
2008-05-30,49.116062,22.244507,5.35855,21.660635
2008-06-02,48.602966,21.836061,5.232466,21.442053
2008-06-03,48.640129,21.451181,5.263988,21.47731
2008-06-04,49.413502,21.631847,5.090622,21.470251
2008-06-05,49.57711,22.228798,5.043341,21.90037
2008-06-06,48.610409,21.592571,4.759653,21.167067
2008-06-09,49.130939,21.765371,5.011821,21.195269
2008-06-10,49.569668,21.906757,4.822694,21.385643
2008-06-11,49.2276,21.301945,4.704492,21.033091
2008-06-12,49.420944,22.181671,4.728134,20.483118
2008-06-13,49.413502,22.833614,4.940897,20.553623
2008-06-16,49.00452,22.723642,5.122144,20.426706
2008-06-17,48.930164,22.621532,5.200946,20.349144
2008-06-18,48.335258,22.354473,4.901497,19.890833
2008-06-19,48.260891,22.723642,4.9803,19.897963
2008-06-20,46.967003,22.173815,4.578408,19.520109
2008-06-23,46.795963,21.969589,4.160758,19.534369
2008-06-24,46.743912,21.781076,4.192278,19.669821
2008-06-25,47.212395,22.268072,4.129236,19.955002
2008-06-26,46.290306,21.796783,3.995272,18.914118
2008-06-27,44.981541,21.702526,3.92435,18.721626
2008-06-30,45.219509,21.608282,3.790386,19.028185
2008-07-01,46.089523,21.105577,3.711584,19.334747
2008-07-02,46.617508,20.327961,3.435776,18.899857
2008-07-03,47.34623,20.406509,3.483059,19.185026
2008-07-07,46.781105,20.445784,3.522458,19.320477
2008-07-08,47.338821,20.304398,3.861308,20.004908
2008-07-09,47.442921,19.817408,3.900709,19.384649
2008-07-10,47.755245,19.99021,3.609141,19.705479
2008-07-11,47.182663,19.833117,3.829787,19.719728
2008-07-14,47.539593,19.754566,3.672183,19.377527
2008-07-15,47.851913,20.540037,3.664303,18.999666
2008-07-16,47.807007,21.411909,4.32624,19.733984
2008-07-17,47.807007,21.616129,4.32624,19.962126
2008-07-18,47.642395,20.312246,4.28684,19.962126
2008-07-21,47.619953,20.139448,4.318362,19.741121
2008-07-22,47.964146,20.26512,4.602049,20.318594
2008-07-23,48.413113,20.75997,4.751774,20.910332
2008-07-24,48.270939,19.982353,4.026793,20.468313
2008-07-25,48.233528,20.547895,3.979511,20.468313
2008-07-28,47.762119,20.029482,3.743104,19.741121
2008-07-29,49.041668,20.508617,3.95587,20.247301
2008-07-30,49.812386,20.602871,3.814027,20.653673
2008-07-31,48.996769,20.202288,3.782506,20.168882
2008-08-01,48.600185,19.982353,3.664303,20.111841
2008-08-04,49.251179,19.85668,3.790386,20.083319
2008-08-05,50.859947,20.587156,4.011033,20.853296
2008-08-06,50.7103,21.223394,3.892829,20.67506
2008-08-07,50.493298,21.514019,3.829787,20.368502
2008-08-08,52.102077,22.095266,4.144995,21.131334
2008-08-11,51.952435,21.91461,4.066193,21.352348
2008-08-12,52.633339,22.087412,4.089836,21.202627
2008-08-13,52.079624,21.922462,3.845548,20.896072
2008-08-14,52.161938,21.922462,4.018912,21.045786
2008-08-15,53.57618,21.843918,4.026793,21.245407
2008-08-18,53.329231,21.749659,3.853428,20.924589
2008-08-19,52.917702,21.544626,3.719464,20.468313
2008-08-20,52.60342,21.520969,3.632782,20.425533
2008-08-21,52.304119,21.434219,3.483059,20.49683
2008-08-22,53.58366,21.954699,3.522458,20.760612
2008-08-25,52.476219,21.812746,3.475177,20.19026
2008-08-26,52.259201,21.505199,3.427896,20.154615
2008-08-27,52.423851,21.733892,3.356974,20.118973
2008-08-28,53.134693,22.033554,3.490938,20.553862
2008-08-29,52.206844,21.520969,3.514578,20.033421
2008-09-02,52.730637,21.371134,3.553979,20.339981
2008-09-03,53.441475,21.213406,3.601261,20.368502
2008-09-04,52.708187,20.779678,3.459417,19.748249
2008-09-05,52.962589,20.227663,3.475177,19.876577
2008-09-08,54.152336,20.598305,3.585501,20.739216
2008-09-09,53.793171,20.582537,3.467297,20.047678
2008-09-10,54.167316,20.850653,3.522458,20.026293
2008-09-11,54.683632,21.560394,3.687943,20.0762
2008-09-12,54.736004,21.781206,3.869189,19.070957
2008-09-15,53.980244,21.150324,3.735225,17.538157
2008-09-16,53.875481,20.495779,3.995272,17.866106
2008-09-17,53.082306,19.375971,3.892829,16.675507
2008-09-18,53.359177,19.920105,4.160758,17.910997
2008-09-19,52.648312,19.841238,4.168637,19.233185
2008-09-22,50.912334,20.030504,3.900709,18.893608
2008-09-23,50.343647,20.062044,3.829787,18.026594
2008-09-24,51.436127,20.282867,3.963751,17.766495
2008-09-25,51.264015,20.984715,3.92435,18.554028
2008-09-26,51.510948,21.607716,3.790386,18.243347
2008-09-29,49.947063,19.722954,3.286053,16.689955
2008-09-30,52.146984,21.047806,4.097713,18.423975
2008-10-01,53.329231,20.882196,3.585501,17.701469
2008-10-02,53.456463,20.700817,3.427896,16.003576
2008-10-03,53.14217,20.756021,3.191489,15.584516
2008-10-06,51.316391,19.644089,2.907802,15.447243
2008-10-07,49.572929,18.319239,2.301025,14.666928
2008-10-08,49.46069,18.145742,2.096139,14.919806
2008-10-09,45.554714,17.585842,1.639086,13.734892
2008-10-10,44.567009,16.95496,1.568164,15.533945
2008-10-13,47.358051,20.109371,1.883373,15.172685
2008-10-14,47.964146,19.005327,1.930654,15.064308
2008-10-15,44.761547,17.86974,1.812451,13.908295
2008-10-16,46.220673,19.076296,1.78881,14.370706
2008-10-17,46.198238,18.871258,1.914894,14.182847
2008-10-20,47.821987,19.494255,1.836091,14.551331
2008-10-21,47.111118,18.421759,1.710008,14.703057
2008-10-22,44.249508,16.978615,1.654847,13.698772
2008-10-23,45.612549,17.60161,1.576044,13.583165
2008-10-24,44.332352,17.317711,1.583924,12.882333
2008-10-27,43.20277,16.702604,1.599685,12.810081
2008-10-28,47.615669,18.216724,1.694248,14.081701
2008-10-29,45.928829,18.137856,1.702128,13.872171
2008-10-30,47.502701,17.846075,1.79669,13.980548
2008-10-31,48.602169,17.609497,1.725768,14.096148
2008-11-03,48.49675,17.838194,1.678487,13.94442
2008-11-04,49.754349,18.555819,1.702128,15.006512
2008-11-05,48.052437,17.412348,1.646966,14.399607
2008-11-06,47.706028,16.466019,1.560284,13.250814
2008-11-07,48.564514,16.95496,1.591805,13.62652
2008-11-10,48.910923,16.797234,1.520883,13.33029
2008-11-11,48.059963,16.71838,1.41844,12.867883
2008-11-12,46.576466,16.008631,1.449961,11.76967
2008-11-13,48.986229,16.757803,1.497242,12.181499
2008-11-14,47.525291,15.819363,1.41844,11.574594
2008-11-17,47.073463,15.235804,1.355398,11.639617
2008-11-18,48.383781,15.577198,1.323877,11.603494
2008-11-19,46.892738,14.521255,0.992908,10.440255
2008-11-20,44.678761,13.917852,1.095351,9.277014
2008-11-21,47.510242,15.624838,1.126871,10.136798
2008-11-24,48.7076,16.426722,1.229314,11.025485
2008-11-25,47.578011,15.870958,1.308117,11.393963
2008-11-26,47.562954,16.267923,1.694248,11.697419
2008-11-28,48.459091,16.053564,2.11978,12.405479
2008-12-01,45.552303,14.775314,2.009456,11.198888
2008-12-02,46.267704,15.204045,2.12766,12.723384
2008-12-03,47.3521,15.775686,2.245863,13.099086
2008-12-04,46.124615,15.172288,2.096139,12.680031
2008-12-05,47.163834,15.775686,2.14342,12.896787
2008-12-08,47.058411,16.680786,2.663515,13.640965
2008-12-09,45.025166,16.355267,2.545311,12.846204
2008-12-10,44.520618,16.363203,2.561072,13.005158
2008-12-11,44.113972,15.442232,2.285264,12.318776
2008-12-12,44.385067,15.370774,2.395587,12.362128
2008-12-15,44.701359,15.116713,2.50591,12.246526
2008-12-16,46.403255,15.966231,2.466509,12.947357
2008-12-17,45.710438,15.608954,2.474389,12.564425
2008-12-18,45.416752,15.323137,2.237983,11.531241
2008-12-19,45.318855,15.180227,2.324665,11.921395
2008-12-22,45.529701,15.227862,2.040977,11.610717
2008-12-23,45.055279,15.30726,1.725768,11.870823
2008-12-24,45.476994,15.219921,1.662726,11.863459
2008-12-26,45.582424,15.188162,1.80457,11.760364
2008-12-29,45.33392,15.053192,1.749409,11.532074
2008-12-30,46.026718,15.354897,1.80457,11.649899
2008-12-31,46.553864,15.434288,1.80457,11.929734
2009-01-02,47.291866,16.140903,1.938534,12.570405
2009-01-05,46.95298,16.291746,2.033097,12.246388
2009-01-06,46.817425,16.482298,2.174941,12.415762
2009-01-07,45.996605,15.489867,2.11978,11.863459
2009-01-08,45.492054,15.974172,2.11978,11.885549
2009-01-09,45.077881,15.497802,2.072498,11.782452
2009-01-12,45.138115,15.458109,2.080379,11.657265
2009-01-13,44.784176,15.735989,1.954295,11.001864
2009-01-14,43.571754,15.156405,1.78093,10.390647
2009-01-15,43.270538,15.275502,1.757289,10.140272
2009-01-16,43.473873,15.648652,1.725768,10.28019
2009-01-20,43.247952,14.672101,1.678487,9.521694
2009-01-21,43.657448,15.386651,1.646966,9.595335
2009-01-22,43.194874,13.584398,1.528763,9.926716
2009-01-23,42.466862,13.655854,1.41844,8.85893
2009-01-26,42.747448,13.997246,1.528763,9.146128
2009-01-27,42.997688,14.021067,1.552404,9.617429
2009-01-28,44.120045,14.322764,1.599685,9.941443
2009-01-29,44.150375,13.96549,1.536644,9.367049
2009-01-30,41.329361,13.57646,1.473601,8.932573
2009-02-02,40.229778,14.156037,1.481481,8.557006
2009-02-03,40.881935,14.687979,1.544523,8.372906
2009-02-04,39.827854,14.791193,1.536644,8.291901
2009-02-05,40.434505,15.116713,1.520883,7.989977
2009-02-06,40.950172,15.608954,1.528763,8.174077
2009-02-09,40.146351,15.434288,1.497242,9.308138
2009-02-10,39.016418,14.92616,1.4342,8.557006
2009-02-11,38.796509,15.251677,1.457841,8.792654
2009-02-12,38.887512,15.291378,1.410559,8.601191
2009-02-13,38.743427,15.156405,1.386919,8.424455
2009-02-17,38.000252,14.460941,1.331758,7.960522
2009-02-18,38.63726,14.484921,1.315997,7.997339
2009-02-19,38.773769,14.317052,1.284476,7.625899
2009-02-20,38.106426,14.388996,1.245075,7.110431
2009-02-23,37.082676,13.757479,1.363278,6.70867
2009-02-24,37.742424,13.7255,1.576044,6.883019
2009-02-25,37.856167,13.557635,1.583924,6.829957
2009-02-26,37.135754,13.125959,1.560284,6.898181
2009-02-27,36.529087,12.910125,1.576044,6.450936
2009-03-02,35.543255,12.622346,1.481481,5.761117
2009-03-03,35.361248,12.69429,1.42632,5.313874
2009-03-04,35.876915,12.886147,1.473601,5.071299
2009-03-05,34.42849,12.206665,1.42632,5.048558
2009-03-06,34.66357,12.214655,1.339638,5.351774
2009-03-09,33.50333,12.110738,1.371158,5.617089
2009-03-10,34.254082,13.173923,1.457841,6.723829
2009-03-11,34.178238,13.677542,1.544523,6.435775
2009-03-12,34.716663,13.597601,1.654847,7.254459
2009-03-13,35.603924,13.309825,1.725768,7.292362
2009-03-16,36.263676,12.990067,1.654847,7.322681
2009-03-17,36.384995,13.509665,1.79669,7.580419
2009-03-18,36.415337,13.557635,1.946415,7.82299
2009-03-19,35.11858,13.701517,1.977935,7.67896
2009-03-20,34.572582,13.63757,2.167061,7.231717
2009-03-23,36.203011,14.65279,2.285264,7.906376
2009-03-24,35.694901,14.333035,2.253743,7.891213
2009-03-25,36.44566,14.293071,2.182821,7.951856
2009-03-26,36.976505,15.052491,2.316786,8.262654
2009-03-27,36.832413,14.492914,2.237983,8.171688
2009-03-30,35.854156,13.973311,2.174941,7.527354
2009-03-31,35.710072,14.68477,2.072498,7.663802
2009-04-01,36.559422,15.436191,2.159181,7.709284
2009-04-02,37.477005,15.420207,2.293144,8.14137
2009-04-03,37.636265,14.988534,2.561072,8.292978
2009-04-06,37.651409,14.996531,2.970844,8.482487
2009-04-07,36.915833,14.996531,2.750197,8.073145
2009-04-08,36.756584,15.340269,3.112687,8.065563
2009-04-09,37.302589,15.723972,3.341214,8.588611
2009-04-13,36.4305,15.66002,3.356974,9.195047
2009-04-14,35.831413,15.468164,3.388496,8.725059
2009-04-15,36.96891,15.052491,3.183609,8.967632
2009-04-16,38.242924,15.795918,3.278172,9.301172
2009-04-17,39.175678,15.348261,3.152089,9.39214
2009-04-20,38.470425,14.876624,2.907802,8.603771
2009-04-21,38.955757,15.164398,2.994484,8.86909
2009-04-22,37.938457,15.012519,3.372734,8.944893
2009-04-23,37.724297,15.124434,3.538219,9.005535
2009-04-24,37.869625,16.715216,3.94011,9.179886
2009-04-27,38.221466,16.307529,4.026793,9.164725
2009-04-28,38.007301,15.931812,4.089836,9.096501
2009-04-29,38.565678,16.187618,4.29472,9.263269
2009-04-30,37.816082,16.195614,4.712372,9.589227
2009-05-01,37.861961,16.179625,4.483845,9.61955
2009-05-04,39.001659,16.139664,4.633571,9.930346
2009-05-05,38.083786,15.8199,4.609929,9.930346
2009-05-06,38.886925,15.8199,4.933018,10.36243
2009-05-07,39.269367,15.444185,4.775415,10.582258
2009-05-08,39.445301,15.524132,4.917258,11.014344
2009-05-11,38.527428,15.444185,4.791174,10.756613
2009-05-12,38.963417,15.899837,3.947992,10.37001
2009-05-13,38.97871,15.787927,3.908589,9.786319
2009-05-14,38.856331,16.035736,4.066193,9.884864
2009-05-15,38.756893,16.163639,4.32624,9.748416
2009-05-18,40.17194,16.467403,4.334121,10.210821
2009-05-19,40.500824,16.33869,4.436563,10.385174
2009-05-20,41.319271,16.395002,4.263199,10.438233
2009-05-21,40.554375,15.944501,4.200157,10.036469
2009-05-22,40.562023,15.888193,4.144995,9.930346
2009-05-26,41.135689,16.362823,4.25532,10.150177
2009-05-27,39.605915,16.193892,4.208038,9.846961
2009-05-28,40.225479,16.451315,4.381403,9.998569
2009-05-29,39.728302,16.805283,4.531127,10.218399
2009-06-01,40.814445,17.215559,4.830575,10.506456
2009-06-02,41.082153,17.215559,5.051221,10.460975
2009-06-03,41.158638,17.48103,4.869977,10.233562
2009-06-04,40.806786,17.56148,5.011821,10.423073
2009-06-05,40.676762,17.81086,5.011821,10.263884
2009-06-08,40.646164,17.738457,5.02758,10.279046
2009-06-09,40.087791,17.762598,4.933018,10.286625
2009-06-10,39.835381,18.140694,4.877858,10.15776
2009-06-11,39.781841,18.365942,4.712372,10.20324
2009-06-12,40.194881,18.768177,4.814816,10.241144
2009-06-15,39.261719,18.84058,4.672971,9.968248
2009-06-16,38.320904,18.864716,4.468084,9.687773
2009-06-17,38.252075,19.04974,4.499607,9.286013
2009-06-18,39.139339,18.904938,4.475965,9.14844
2009-06-19,38.733936,19.363482,4.507485,9.247798
2009-06-22,38.672752,18.727957,4.23956,8.804512
2009-06-23,38.665112,18.776215,4.357763,8.865657
2009-06-24,38.665112,18.880802,4.436563,8.942082
2009-06-25,39.529434,19.138229,4.475965,9.064368
2009-06-26,39.58297,18.784262,4.420805,8.980299
2009-06-29,39.950119,19.194546,4.554767,8.987944
2009-06-30,39.085789,19.122147,4.783295,8.957371
2009-07-01,39.774197,19.339344,4.65721,9.003226
2009-07-02,39.093449,18.80036,4.64145,8.758657
2009-07-06,39.904224,18.663595,4.531127,8.773945
2009-07-07,39.705353,18.124605,4.357763,8.414731
2009-07-08,40.263721,18.148741,4.215918,8.18545
2009-07-09,40.087791,18.0522,4.436563,8.300092
2009-07-10,39.942459,18.011978,4.507485,8.238946
2009-07-13,40.523777,18.687731,4.483845,8.758657
2009-07-14,40.952118,18.591194,4.602049,8.896228
2009-07-15,41.801144,19.403704,4.767535,9.354797
2009-07-16,42.229481,19.661131,4.830575,9.477081
2009-07-17,42.772552,19.540462,4.838456,8.903869
2009-07-20,42.497208,19.733538,4.877858,8.919154
2009-07-21,42.443668,19.974878,4.885736,8.766298
2009-07-22,42.304871,19.950735,5.02758,8.888583
2009-07-23,42.528469,20.562134,5.500394,9.133154
2009-07-24,43.052742,18.864716,5.342791,9.194298
2009-07-27,43.006474,18.591194,5.728921,9.415936
2009-07-28,42.952522,18.880802,5.626478,9.568796
2009-07-29,43.268627,19.146273,5.610717,9.370082
2009-07-30,43.353436,19.154318,5.823482,10.01972
2009-07-31,42.798313,18.921026,6.304177,10.241362
2009-08-03,42.87542,19.17041,6.564225,10.485932
2009-08-04,42.759758,19.122147,6.540584,10.56236
2009-08-05,41.564713,19.154318,6.650904,10.692287
2009-08-06,39.675762,18.872757,6.359339,10.936857
2009-08-07,40.115234,18.953201,6.312057,11.234927
2009-08-10,40.223164,18.84058,6.083531,11.135571
2009-08-11,40.038136,18.607283,6.154452,10.692287
2009-08-12,40.153778,18.92907,6.067771,10.799287
2009-08-13,40.323406,19.001474,6.225375,10.776358
2009-08-14,40.377373,19.057783,6.170213,10.638787
2009-08-17,40.254005,18.703819,5.807723,10.210791
2009-08-18,40.439049,19.075951,6.020488,10.386578
2009-08-19,40.708893,19.13258,6.028368,10.340717
2009-08-20,40.878529,19.148764,6.052009,10.554718
2009-08-21,41.310284,19.747414,6.099292,10.86043
2009-08-24,41.125244,19.933481,5.839244,10.852786
2009-08-25,41.171497,19.933481,5.981087,10.929213
2009-08-26,41.140656,19.86067,5.996848,10.784001
2009-08-27,40.909363,19.973928,6.044127,10.84514
2009-08-28,41.009598,19.965843,6.091411,10.761074
2009-08-31,41.718914,19.941576,5.988968,10.623501
2009-09-01,40.878529,19.41573,5.705279,10.195504
2009-09-02,40.708893,19.302471,5.539795,10.088505
2009-09-03,40.762871,19.504717,5.894405,10.279576
2009-09-04,40.755161,19.917307,5.855004,10.600574
2009-09-08,41.788307,20.079102,5.752562,11.082069
2009-09-09,41.449062,20.046741,5.823482,11.364856
2009-09-10,43.206944,20.224718,5.862884,11.311356
2009-09-11,42.898544,20.11146,5.776202,11.212001
2009-09-14,42.636398,20.224718,5.823482,11.73171
2009-09-15,42.428234,20.38652,5.673759,12.228493
