Date,BP,F,XOM,LNC,AAPL
2009-08-18,33.017704,6.020488,52.216637,20.580904,21.002157
2009-08-19,33.400249,6.028368,53.402493,20.769716,21.078991
2009-08-20,33.736622,6.052009,53.865818,21.390116,21.300541
2009-08-21,34.462128,6.099292,54.910313,22.540987,21.670645
2009-08-24,34.218105,5.839244,55.99408,22.379145,21.650152
2009-08-25,34.251076,5.981087,55.50716,22.460072,21.693699
2009-08-26,33.881718,5.996848,56.049061,22.253265,21.438847
2009-08-27,34.218105,6.044127,55.648521,22.639893,21.700096
2009-08-28,34.284061,6.091411,55.067387,22.738794,21.776932
2009-08-31,33.934486,5.988968,54.305626,22.693838,21.541294
2009-09-01,33.288113,5.705279,53.724476,20.724758,21.168638
2009-09-02,34.64682,5.539795,53.543839,20.661825,21.153271
2009-09-03,34.824898,5.894405,53.606663,21.381121,21.328714
2009-09-04,35.082127,5.855004,54.329178,21.399101,21.81023
2009-09-08,35.721905,5.752562,55.483597,21.255243,22.14575
2009-09-09,36.24295,5.823482,55.365818,21.884628,21.916519
2009-09-10,36.302319,5.862884,55.483597,22.657877,22.098364
2009-09-11,35.998924,5.776202,54.957455,22.352167,22.047144
2009-09-14,35.80764,5.823482,54.973137,23.287258,22.246914
2009-09-15,35.69553,5.673759,54.572628,22.90962,22.431334
2009-09-16,36.04509,5.634359,55.240147,24.276287,23.290617
2009-09-17,36.144028,5.453113,54.847485,23.754799,23.633827
2009-09-18,36.137421,5.468873,54.965294,23.655895,23.694019
2009-09-21,35.886799,5.382192,54.635464,22.918623,23.565956
2009-09-22,36.533169,5.524036,54.839638,22.8377,23.624865
2009-09-23,35.774673,5.799843,54.187809,22.415112,23.755489
2009-09-24,35.082127,5.776202,54.132843,21.9116,23.540342
2009-09-25,34.904057,5.744681,53.952209,21.677832,23.354654
2009-09-28,35.32616,5.902286,54.65115,23.179371,23.838728
2009-09-29,35.359146,5.870764,54.242786,23.395155,23.740118
2009-09-30,35.108505,5.681639,53.881538,23.296253,23.736279
2009-10-01,34.152142,5.492514,52.829178,21.731775,23.161283
2009-10-02,33.459602,5.390071,52.287312,21.623878,23.678654
2009-10-05,33.927898,5.555556,53.072632,23.134407,23.822075
2009-10-06,34.627029,5.626478,53.920795,23.862696,24.333046
2009-10-07,34.448952,5.618598,53.92865,24.123543,24.363779
2009-10-08,34.798512,5.657999,54.227077,24.717182,24.238279
2009-10-09,34.475342,5.610717,54.399857,25.040989,24.391953
2009-10-12,34.719368,6.004728,55.075237,24.384377,24.435497
2009-10-13,34.74575,6.004728,55.177334,23.466928,24.334328
2009-10-14,35.392124,6.036248,56.418133,24.879086,24.496964
2009-10-15,36.117641,6.036248,57.282032,24.276447,24.403486
2009-10-16,36.282528,5.847124,57.42337,23.808725,24.082043
2009-10-19,37.199318,5.965326,57.816025,23.934658,24.313839
2009-10-20,37.054226,6.07565,57.344826,23.080164,25.453587
2009-10-21,37.212517,6.130812,57.572586,22.567471,26.242449
2009-10-22,37.35762,6.115052,58.460007,23.853701,26.278305
2009-10-23,36.552956,6.012607,57.776772,22.855303,26.116945
2009-10-26,36.592525,5.886526,57.509766,21.506105,25.929979
2009-10-27,38.135906,5.776202,58.829121,21.191294,25.275583
2009-10-28,37.476345,5.484634,57.988827,20.013006,24.639114
2009-10-29,38.45248,5.752562,58.08305,22.792336,25.144962
2009-10-30,37.344429,5.516156,56.284649,21.434153,24.139677
2009-11-02,37.773148,5.973207,56.661606,20.948439,24.243406
2009-11-03,37.957825,5.862884,56.339626,21.587063,24.171686
2009-11-04,37.977612,5.728921,55.99408,20.957434,24.435497
2009-11-05,38.604195,5.870764,56.936459,20.678606,24.847855
2009-11-06,38.538239,6.107171,56.999283,21.362198,24.88755
2009-11-09,39.527584,6.446021,57.544331,22.31562,25.799356
2009-11-10,39.554337,6.493303,57.354748,22.036787,25.994009
2009-11-11,39.019188,6.564225,57.591713,22.27964,26.028587
2009-11-12,38.310104,6.461781,56.793907,21.12833,25.867229
2009-11-13,39.032558,6.627264,57.244164,21.290236,26.182259
2009-11-16,39.641293,6.863673,58.792351,22.126732,26.461437
2009-11-17,39.801849,7.076438,59.266304,22.207689,26.508818
2009-11-18,39.627918,7.044916,59.455872,22.288641,26.375631
2009-11-19,39.219868,6.879433,58.966148,21.371189,25.677694
2009-11-20,38.684708,6.80851,58.752853,21.164314,25.602137
2009-11-23,39.226555,6.879433,59.795555,21.712982,26.365387
2009-11-24,39.280071,6.942474,60.008831,21.506105,26.180979
2009-11-25,39.614544,6.942474,60.403778,21.425159,26.148968
2009-11-27,38.872009,6.879433,59.139923,20.516699,25.687944
2009-11-30,38.249897,7.005517,59.297901,20.606649,25.600855
2009-12-01,39.186409,6.997638,60.064121,20.498713,25.224354
2009-12-02,39.226555,7.100079,59.866638,20.921461,25.129593
2009-12-03,38.544239,7.044916,59.234715,20.129927,25.16161
2009-12-04,38.704784,7.044916,58.650173,20.759552,24.756933
2009-12-07,38.912151,7.021275,58.27103,20.426754,24.1973
2009-12-08,38.156258,6.950355,57.623314,20.210884,24.315115
2009-12-09,37.928825,6.981877,57.496952,20.363794,25.330648
2009-12-10,37.721443,7.131599,57.188866,20.471729,25.155205
2009-12-11,37.761578,7.092198,57.528542,20.183903,24.929808
2009-12-14,37.975643,7.15524,55.048244,20.44474,25.225637
2009-12-15,37.748196,7.399529,54.637486,19.896072,24.865784
2009-12-16,38.156258,7.478328,54.052948,20.768553,24.975916
2009-12-17,37.393665,7.399529,53.887081,21.155319,24.569962
2009-12-18,37.580963,7.628053,53.879196,20.948439,25.027142
2009-12-21,38.290043,7.620173,54.116146,21.443148,25.385717
2009-12-22,38.450596,7.801419,54.163555,22.306629,25.658489
2009-12-23,38.738216,7.943264,53.918678,22.828316,25.881313
2009-12-24,38.958973,7.982665,54.234646,22.693396,26.770067
2009-12-28,39.219868,8.037825,54.566399,22.774347,27.099184
2009-12-29,38.831882,7.966903,54.376823,22.495516,26.77775
2009-12-30,38.90546,7.872341,54.321526,22.351603,27.103024
2009-12-31,38.778366,7.88022,53.863396,22.378584,26.986492
2010-01-04,39.567722,8.100866,54.6217,23.27804,27.406532
2010-01-05,39.848667,8.636724,54.834965,23.76376,27.453915
2010-01-06,40.056042,8.959811,55.308914,24.123543,27.017223
2010-01-07,40.042656,9.188335,55.135132,24.699402,26.967278
2010-01-08,40.136314,9.21198,54.913967,24.321499,27.146566
2010-01-11,41.400608,9.542947,55.530071,24.645424,26.907093
2010-01-12,41.139717,9.353823,55.253605,24.231512,26.601023
2010-01-13,41.340397,9.204099,55.032436,24.573435,26.976244
2010-01-14,41.293575,9.267142,55.040321,24.708405,26.820007
2010-01-15,41.233368,9.141056,54.590084,24.195524,26.371792
2010-01-19,41.688248,9.25926,54.71648,24.915365,27.538433
2010-01-20,40.845387,9.070133,53.737003,24.357489,27.114555
2010-01-21,39.848667,8.810086,52.686432,23.403706,26.645842
2010-01-22,38.711475,8.28999,52.212475,22.018015,25.324244
2010-01-25,39.166348,8.691883,52.015018,22.323942,26.005541
2010-01-26,39.126213,8.817967,52.070313,22.197973,26.373072
2010-01-27,38.83857,9.101653,51.770153,22.935808,26.621517
2010-01-28,38.350246,8.991328,51.312,22.332945,25.521461
2010-01-29,37.540833,8.542161,50.893349,22.116997,24.595573
2010-02-01,38.283352,8.762806,52.275688,22.431923,24.937496
2010-02-02,37.099335,8.975571,52.891808,23.54767,25.082211
2010-02-03,36.905334,9.172575,52.607441,22.917814,25.513775
2010-02-04,35.774834,8.715526,51.122429,21.388159,24.594294
2010-02-05,35.574158,8.597323,51.185623,21.34317,25.030981
2010-02-08,35.072437,8.644605,51.161774,21.145214,24.859381
2010-02-09,35.861794,8.786447,51.837559,22.04501,25.124472
2010-02-10,35.888554,8.620962,51.559292,22.009022,24.987444
2010-02-11,36.657833,8.810086,51.86937,22.332945,25.442059
2010-02-12,36.570869,8.762806,51.519531,22.224966,25.661045
2010-02-16,37.427116,8.92041,52.696217,22.431923,26.047794
2010-02-17,36.836262,9.054374,52.282795,22.629877,25.938944
2010-02-18,37.175835,8.96769,52.441803,23.142757,25.987612
2010-02-19,36.877014,8.89677,52.370247,22.926802,25.826248
2010-02-22,36.84306,8.833728,51.996578,23.196749,25.666172
2010-02-23,36.143547,9.141056,51.630848,22.179981,25.235882
2010-02-24,36.388035,9.243501,52.115841,22.80084,25.696901
2010-02-25,35.919434,9.2829,51.789852,22.737856,25.868509
2010-02-26,36.136749,9.251381,51.678555,22.65687,26.204027
2010-03-01,36.659683,9.779353,51.996578,23.052786,26.763662
2010-03-02,36.673264,9.629632,52.068127,23.493679,26.745731
2010-03-03,37.257324,10.000001,52.020435,23.63765,26.807201
2010-03-04,37.413525,10.078802,51.996578,23.91659,26.983929
2010-03-05,37.88213,10.244287,52.847286,24.276503,28.03916
2010-03-08,38.146996,10.189126,52.855221,24.240513,28.055801
2010-03-09,38.058704,10.086682,53.093742,24.456461,28.560369
2010-03-10,38.160572,10.102442,53.443581,24.483456,28.79344
2010-03-11,38.439014,10.173365,53.443581,24.591434,28.877962
2010-03-12,38.615604,10.512216,53.109646,24.618425,29.018833
2010-03-15,38.425438,10.559497,52.712124,25.374254,28.66538
2010-03-16,38.832924,10.630419,52.926785,25.626196,28.743502
2010-03-17,39.49168,11.111112,53.55489,26.750944,28.701235
2010-03-18,39.49168,10.819542,53.578735,26.310047,28.76911
2010-03-19,39.179291,10.472813,53.300461,25.878138,28.46176
2010-03-22,38.948372,11.024428,53.244808,25.932129,28.781919
2010-03-23,39.355846,10.953506,53.228909,26.058102,29.244217
2010-03-24,38.866871,10.953506,52.871136,26.175076,29.37356
2010-03-25,38.391479,10.874702,52.712124,26.085094,29.025232
2010-03-26,38.500149,10.921987,52.902935,26.768932,29.5695
2010-03-29,38.635975,10.69346,53.507183,27.191843,29.760305
2010-03-30,38.595222,10.464932,53.308403,27.065878,30.203411
2010-03-31,38.758209,9.905437,53.252754,27.623749,30.094551
2010-04-01,39.213242,9.95272,53.753639,28.352581,30.218773
2010-04-05,39.736156,10.063042,54.214779,29.05442,30.541491
2010-04-06,40.313427,10.00788,53.984219,28.991442,30.675951
2010-04-07,39.919533,9.91332,53.538979,28.226372,30.811699
2010-04-08,40.048573,9.95272,53.952404,28.712412,30.728455
2010-04-09,40.381348,10.023642,54.667969,28.496393,30.96409
2010-04-12,40.299847,10.063042,54.628197,28.577404,31.02813
2010-04-13,40.265892,10.078802,54.588444,28.622408,31.046051
2010-04-14,40.748074,10.520096,54.548702,29.387472,31.463541
2010-04-15,41.135181,10.843184,54.270432,29.036442,31.877174
2010-04-16,40.66658,10.575253,54.008064,28.181368,31.682522
2010-04-19,40.394924,10.7171,54.24659,28.910427,31.640259
2010-04-20,41.074055,10.961385,54.834919,29.450474,31.322668
2010-04-21,40.809196,11.134752,54.795151,29.207453,33.196217
2010-04-22,40.442471,11.189915,54.508957,29.000437,34.124657
2010-04-23,40.66658,11.197791,55.049587,29.513485,34.683006
2010-04-26,39.32869,11.3948,55.08934,29.61248,34.512688
2010-04-27,38.25565,10.69346,54.278374,27.587315,33.557343
2010-04-28,38.941582,10.441294,55.00983,27.812338,33.500999
2010-04-29,35.695313,10.701339,54.588444,28.370382,34.402565
2010-04-30,35.41687,10.260046,53.880844,27.53331,33.435684
2010-05-03,34.085773,10.480694,53.936508,28.082361,34.109303
2010-05-04,34.771694,10.126083,52.847286,26.732243,33.127056
2010-05-05,34.629086,9.724193,52.608761,25.86817,32.782566
2010-05-06,34.180855,9.2829,50.79604,24.725075,31.53525
2010-05-07,33.318356,9.070133,50.644981,23.978016,30.204687
2010-05-10,33.107815,9.574469,51.861423,26.408222,32.526443
2010-05-11,33.101028,9.70055,51.59726,26.561226,32.850441
2010-05-12,32.938034,9.99212,51.957474,26.741243,33.563744
2010-05-13,32.666374,9.787234,51.821392,26.471226,33.086067
2010-05-14,31.831041,9.542947,50.908878,25.220119,32.504669
2010-05-17,31.627296,9.416863,50.644726,25.20212,32.555901
2010-05-18,30.819136,9.101653,50.260509,25.256123,32.317703
2010-05-19,30.744431,9.101653,49.988354,24.9681,31.802902
2010-05-20,30.275816,8.51064,48.291401,23.023933,30.448002
2010-05-21,29.786848,8.873127,48.731644,22.960928,31.031967
2010-05-24,28.428568,8.676126,48.179329,22.483891,31.600563
2010-05-25,28.903973,8.684005,47.795109,23.10494,31.403349
2010-05-26,28.802097,8.975571,47.474934,23.113941,31.261192
2010-05-27,30.819136,9.448384,49.195904,24.671072,32.444492
2010-05-28,29.168835,9.243501,48.395443,23.816002,32.896545
2010-06-01,24.801996,8.991328,47.426903,23.07794,33.402393
2010-06-02,25.57621,9.338064,48.643589,24.230038,33.801941
2010-06-03,26.669613,9.424744,49.275944,24.55406,33.695648
2010-06-04,25.236645,9.062254,47.651024,22.780914,32.778725
2010-06-07,24.964989,8.739165,47.466923,22.159861,32.135853
2010-06-08,23.552385,8.84161,49.01981,22.465889,31.92968
2010-06-09,19.830734,8.707643,48.051254,22.420877,31.144659
2010-06-10,22.26203,8.975571,49.540085,23.626989,32.080795
2010-06-11,23.070206,8.983452,49.516075,23.725996,32.46497
2010-06-14,20.82906,9.030733,49.123859,24.671072,32.563587
2010-06-15,21.324831,9.219858,50.036381,25.094112,33.256409
2010-06-16,21.63044,9.1647,50.036381,24.9681,34.224537
2010-06-17,21.535357,9.046494,50.108418,24.950096,34.816196
2010-06-18,21.569317,9.030733,50.508656,25.031103,35.097935
2010-06-21,20.598152,9.085896,50.532665,24.87809,34.598488
2010-06-22,20.156713,8.84161,49.580124,24.671072,35.069748
2010-06-23,20.149923,8.691883,48.907742,24.347044,34.700935
2010-06-24,19.518328,8.494878,48.083271,23.861008,34.44865
2010-06-25,18.350222,8.471236,47.306831,24.365047,34.154114
2010-06-28,18.37059,8.219069,46.802544,23.734999,34.359016
2010-06-29,18.791658,7.785658,45.858009,22.168863,32.805626
2010-06-30,19.613405,7.943264,45.681908,21.862843,32.211422
2010-07-01,19.959766,8.329391,45.313698,21.304789,31.820827
2010-07-02,19.932602,8.100866,45.281689,21.043768,31.623602
2010-07-06,21.671192,8.006306,45.994091,21.205782,31.84004
2010-07-07,22.54047,8.345154,46.770527,22.133253,33.12579
2010-07-08,22.914001,8.368793,47.074699,22.448412,33.051495
2010-07-09,23.124538,8.55004,47.050686,23.03371,33.247437
2010-07-12,24.964989,8.747046,47.178753,22.574476,32.949055
2010-07-13,25.046488,9.188335,47.562981,22.952671,32.245991
2010-07-14,24.571089,9.30654,47.434898,21.647005,32.365097
2010-07-15,26.431919,9.345942,47.442913,21.493931,32.201176
2010-07-16,25.195892,8.936169,46.394318,20.368355,32.002674
2010-07-19,24.279066,9.046494,46.770527,20.602468,31.449453
2010-07-20,23.905542,9.25926,47.18676,20.764559,32.257515
2010-07-21,24.537138,9.101653,46.562401,20.755552,32.55846
2010-07-22,24.605049,9.527186,47.53096,21.728045,33.170601
2010-07-23,25.032907,10.023642,47.803112,22.160267,33.288418
2010-07-26,26.248549,10.197004,48.339417,22.30434,33.203896
2010-07-27,25.80711,10.26793,48.675613,22.115242,33.8186
2010-07-28,25.610167,10.173365,48.755646,21.692026,33.419033
2010-07-29,26.12631,10.220647,48.299393,23.195791,33.05407
2010-07-30,26.12631,10.063042,47.771095,23.447922,32.943928
2010-08-02,26.771492,10.37037,49.580124,23.826115,33.533016
2010-08-03,27.165386,10.173365,50.204483,22.943666,33.543266
2010-08-04,26.75111,10.330969,50.204483,22.799593,33.677727
2010-08-05,27.627197,10.228527,50.196472,22.493439,33.513809
2010-08-06,28.068634,10.275809,49.604134,22.232307,33.307632
2010-08-09,27.749439,10.283688,49.988354,22.664526,33.52021
2010-08-10,27.240088,10.181245,49.572113,22.178274,33.220551
2010-08-11,26.343636,9.779353,48.685303,20.665504,32.039814
2010-08-12,26.065184,9.669033,48.556332,20.557451,32.244713
2010-08-13,26.438719,9.574469,48.298351,20.431389,31.90023
2010-08-16,26.07877,9.448384,48.27417,20.035191,31.713257
2010-08-17,25.841072,9.582348,49.031975,20.224283,32.267765
2010-08-18,25.33172,9.613871,48.491833,20.11623,32.408634
2010-08-19,24.611839,9.369583,47.798519,19.431877,32.000107
2010-08-20,24.720501,9.275023,47.47604,19.206762,31.969376
2010-08-23,24.53034,9.148936,47.967815,19.170748,31.477621
2010-08-24,23.71538,8.857368,47.516365,18.882599,30.725895
2010-08-25,23.939497,8.92041,47.492168,19.539938,31.104952
2010-08-26,24.054951,8.802209,47.1455,19.377853,30.770714
2010-08-27,24.15003,9.109533,48.209671,21.367863,30.942331
2010-08-30,23.946287,8.944051,47.564724,20.620481,31.055016
2010-08-31,23.654259,8.89677,47.653408,21.043703,31.131849
2010-09-01,24.557505,9.148936,49.104534,22.259317,32.057743
2010-09-02,24.835958,9.227739,49.225468,22.511446,32.293373
2010-09-03,25.420017,9.511426,49.435074,23.492947,33.13858
2010-09-07,25.257013,9.298661,48.814297,22.430407,33.01564
2010-09-08,26.058388,9.298661,48.975548,22.466423,33.670033
2010-09-09,25.820688,9.25926,49.2174,22.925652,33.689247
2010-09-10,25.95653,9.29078,49.338322,22.961676,33.732796
2010-09-13,26.044807,9.448384,49.177082,23.366879,34.197655
2010-09-14,26.160261,9.440505,49.185146,23.177782,34.328278
2010-09-15,25.929359,9.353823,49.177082,22.835611,34.604893
2010-09-16,25.990486,9.802994,49.152901,22.259317,35.418083
2010-09-17,25.827488,9.842395,48.999737,22.115242,35.264416
2010-09-20,26.268929,9.905437,49.620483,22.772585,36.270973
2010-09-21,26.207808,9.889679,49.612427,22.547462,36.340134
2010-09-22,25.86824,9.755715,49.539879,21.556963,36.849823
2010-09-23,25.895407,9.70055,49.298023,20.935646,36.999641
2010-09-24,26.119522,9.897555,49.781715,21.701033,37.435066
2010-09-27,26.289301,9.834516,49.749485,21.322847,37.286507
2010-09-28,26.683199,9.866036,50.031647,21.60198,36.735847
2010-09-29,27.165386,9.716309,49.652729,21.556963,36.801159
2010-09-30,27.959972,9.645389,49.813976,21.538956,36.337563
2010-10-01,28.489693,9.66115,50.418613,21.583971,36.180054
2010-10-04,27.722275,10.118203,50.136444,21.520939,35.68317
2010-10-05,28.068634,10.252167,50.999054,22.241306,37.002213
2010-10-06,28.258789,10.433413,51.54726,22.277344,37.034229
2010-10-07,28.197674,10.496453,51.474705,21.98908,37.038074
2010-10-08,28.469322,10.764383,51.90197,22.466507,37.659168
2010-10-11,28.007511,10.858945,52.039043,22.925934,37.824368
2010-10-12,28.021097,10.858945,52.159958,22.655689,38.231606
2010-10-13,28.122967,10.748623,52.434052,22.907913,38.436497
2010-10-14,27.858109,10.961385,52.643669,22.763786,38.714401
2010-10-15,27.586451,10.874702,52.555,22.601635,40.306206
2010-10-18,28.177299,10.937745,53.433723,23.41238,40.72369
2010-10-19,27.80377,10.496453,52.498554,22.844864,39.633888
2010-10-20,27.912432,10.748623,53.216064,23.340309,39.767075
2010-10-21,27.606819,10.882586,53.465977,23.53849,39.637726
2010-10-22,27.504959,10.992907,53.482086,23.430395,39.375198
2010-10-25,27.308008,11.150512,53.369221,23.259233,39.550652
2010-10-26,27.606819,11.315997,53.635277,22.853865,39.449467
2010-10-27,27.233299,11.213554,52.941956,22.637674,39.421307
2010-10-28,27.572859,11.205674,53.385349,22.529573,39.089607
2010-10-29,27.708693,11.134752,53.603012,22.052135,38.544083
2010-11-01,27.688322,11.213554,53.973866,21.862965,38.953876
2010-11-02,28.129753,11.371159,54.691368,22.49354,39.617237
2010-11-03,28.774929,11.962174,54.796173,21.889982,40.057774
2010-11-04,29.820799,12.498032,55.93288,22.430479,40.758266
2010-11-05,29.739304,12.773839,56.43272,22.907913,40.612286
2010-11-08,29.358988,12.931441,56.690697,22.457506,40.803093
2010-11-09,29.202789,12.663516,57.299145,22.007092,40.477818
2010-11-10,29.562725,13.104806,57.704773,22.403458,40.727528
2010-11-11,29.664602,13.089046,58.272655,22.520561,40.550812
2010-11-12,29.195995,12.844757,57.591209,21.520647,39.446903
2010-11-15,29.229954,13.396377,57.177444,21.799904,39.320133
2010-11-16,28.374241,13.010243,55.928127,21.322466,38.622192
2010-11-17,28.252001,13.144211,55.984917,21.520647,38.482605
2010-11-18,28.666279,12.702917,57.039539,22.106186,39.498138
2010-11-19,28.544027,12.829,57.226128,22.088167,39.28043
2010-11-22,28.279175,12.765956,56.942188,21.835938,40.129494
2010-11-23,27.769817,12.371947,55.960567,21.097265,39.536552
2010-11-24,28.163712,12.568951,56.690697,21.484615,40.313889
2010-11-26,27.79698,12.687156,56.163391,21.295446,40.339508
2010-11-29,27.566071,12.655636,56.341858,21.28643,40.578987
2010-11-30,27.165386,12.561071,56.431103,21.511641,39.846462
2010-12-01,27.586451,12.970843,57.867039,22.088167,40.518791
2010-12-02,28.061846,13.223015,57.988724,22.628664,40.742908
2010-12-03,28.177299,13.238772,57.753441,22.709732,40.651974
2010-12-06,29.073753,13.120567,57.850807,22.583624,40.999035
2010-12-07,29.128078,13.049646,57.972492,22.826841,40.75058
2010-12-08,29.386156,13.152091,58.288876,24.538406,41.109161
2010-12-09,29.060179,13.207252,58.410572,25.060881,40.949081
2010-12-10,29.365788,13.18361,58.556587,25.349148,41.051525
2010-12-13,29.494823,12.978723,58.702629,24.961788,41.19368
2010-12-14,30.180742,12.939325,58.556587,25.223026,41.016949
2010-12-15,29.786848,13.041764,58.288876,25.30411,41.025913
2010-12-16,29.712143,13.21513,58.589046,25.268068,41.139889
2010-12-17,29.372568,13.238772,58.548496,25.610386,41.057934
2010-12-20,29.664602,13.278172,58.589046,25.331129,41.262825
2010-12-21,29.569527,13.388494,58.994667,25.898651,41.517673
2010-12-22,29.617054,13.388494,59.05957,26.051792,41.640614
2010-12-23,29.881924,13.223015,59.384071,25.493271,41.440842
2010-12-27,29.861549,13.293934,59.229942,25.502285,41.579151
2010-12-28,29.956633,13.18361,59.562538,25.150961,41.680317
2010-12-29,29.847961,13.191492,59.521984,25.006838,41.657269
2010-12-30,29.807219,13.152091,59.513878,24.772623,41.448524
2010-12-31,29.997377,13.23089,59.31918,25.051868,41.307659
2011-01-03,30.662931,13.59338,60.479279,26.376081,42.205372
2011-01-04,31.416769,13.695823,60.763218,26.637318,42.42564
2011-01-05,31.579758,14.097712,60.600971,26.763437,42.772678
2011-01-06,31.396395,14.357761,60.990372,26.366411,42.738106
2011-01-07,31.294535,14.397163,61.323002,26.393482,43.044174
2011-01-10,31.260574,14.428684,60.949802,26.339338,43.854801
2011-01-11,31.803879,14.405045,61.404099,26.393482,43.751068
2011-01-12,32.387939,14.743893,62.126137,26.655159,44.107086
2011-01-13,32.286064,14.720254,62.231594,26.176914,44.268444
2011-01-14,33.44738,14.696609,63.148308,26.41152,44.62701
2011-01-18,33.4338,14.736015,63.854111,26.492737,43.624294
2011-01-19,32.734291,14.105594,63.472813,25.888166,43.392506
2011-01-20,32.306431,14.011033,63.075298,26.023512,42.603642
2011-01-21,32.333599,14.145,64.073135,26.176914,41.840389
2011-01-24,32.652794,14.129237,63.756752,26.167896,43.2145
2011-01-25,32.061947,14.097712,63.829777,26.312265,43.720352
2011-01-26,31.756334,14.475966,64.624809,26.5198,44.034092
2011-01-27,31.702007,14.806931,64.803276,27.106323,43.952141
2011-01-28,31.382813,12.821121,64.081276,26.23105,43.041607
2011-01-31,32.238522,12.568951,65.452286,26.023512,43.453972
2011-02-01,32.584877,12.521671,68.072662,27.35898,44.185204
2011-02-02,32.00761,12.135542,67.667038,26.763437,44.094288
2011-02-03,31.634096,12.41923,67.69136,27.034136,43.981586
2011-02-04,31.260574,12.387707,67.561539,27.882341,44.373455
2011-02-07,31.606928,12.695036,68.088867,27.990618,45.062424
2011-02-08,31.776711,12.797478,67.672966,27.963551,45.487595
2011-02-09,31.406656,12.679275,67.322273,27.999645,45.866653
2011-02-10,31.475185,12.568951,67.852371,28.017689,45.403076
2011-02-11,31.386101,12.907802,67.542473,28.649326,45.698891
2011-02-14,31.996004,12.679275,69.246918,28.405697,45.99728
2011-02-15,32.242706,12.687156,67.66481,28.550074,46.089485
2011-02-16,32.414024,12.647754,68.251984,29.118551,46.503132
2011-02-17,32.962254,12.584716,68.406944,29.31706,45.884586
2011-02-18,32.845757,12.427109,68.912567,28.92906,44.893391
2011-02-22,32.229,12.001576,69.679184,27.79211,43.363049
2011-02-23,32.605907,11.710009,71.008476,27.647738,43.876579
2011-02-24,32.468849,11.583924,70.111397,27.891367,43.90987
2011-02-25,32.962254,11.875494,69.59761,28.495928,44.586033
2011-02-28,33.215809,11.859733,69.752563,28.622261,45.232761
2011-03-01,32.619614,11.552403,69.157234,27.647738,44.733311
2011-03-02,32.715561,11.552403,69.385567,26.853672,45.093159
2011-03-03,33.037636,11.631207,69.989067,27.945498,46.045944
2011-03-04,33.277481,11.363277,69.385567,27.900387,46.102287
2011-03-07,32.996517,11.040189,69.092003,27.494333,45.508083
2011-03-08,32.763523,11.402679,68.994133,28.071833,45.559307
2011-03-09,32.489414,11.260836,68.814697,27.79211,45.137989
2011-03-10,31.290152,11.07959,66.368095,27.01609,44.395222
2011-03-11,31.351828,11.315997,66.971596,27.322887,45.076508
2011-03-14,30.885839,11.268718,67.183624,27.034136,45.27758
2011-03-15,29.994963,11.560285,66.376251,27.043163,44.236427
2011-03-16,29.638618,11.174155,64.679955,26.285191,42.261719
2011-03-17,30.618582,11.237195,66.188698,26.285191,42.854637
2011-03-18,30.91325,11.41844,65.935867,26.673197,42.346233
2011-03-21,31.386101,11.497244,67.558769,27.340929,43.451412
2011-03-22,31.344976,11.300237,67.330437,26.880739,43.694733
2011-03-23,31.680767,11.276594,67.36306,26.781479,43.437321
2011-03-24,32.078239,11.851851,67.46907,27.142418,44.177521
2011-03-25,32.119354,11.828213,68.194893,27.35898,45.018883
2011-03-28,31.550566,11.710009,68.072556,27.29582,44.878029
2011-03-29,30.687111,11.694247,67.893166,27.24168,44.944611
2011-03-30,30.550058,11.710009,68.904373,27.530424,44.646229
2011-03-31,30.248518,11.74941,68.610817,27.106323,44.630859
2011-04-01,31.290152,11.946413,69.059372,27.530424,44.125027
2011-04-04,31.447771,12.253744,69.21431,27.683825,43.693443
2011-04-05,32.023411,12.442867,69.662849,27.367998,43.398903
2011-04-06,32.112503,12.395587,69.467133,27.63871,43.290058
2011-04-07,32.174179,12.237986,69.940132,27.24103,43.295177
2011-04-08,32.030266,12.080379,70.095108,26.92469,42.908432
2011-04-11,31.982302,11.710009,69.450798,26.897577,42.362888
2011-04-12,31.043453,11.74941,67.83606,26.762005,42.567787
2011-04-13,31.111984,11.804571,67.819763,26.17452,43.045452
2011-04-14,31.20792,11.670609,68.048096,25.948572,42.570339
2011-04-15,30.810459,11.591806,68.74131,26.093184,41.935154
2011-04-18,30.474669,11.520884,67.770813,25.641273,42.497345
2011-04-19,30.618582,11.552403,68.341698,26.047989,43.266994
2011-04-20,31.461489,11.891253,69.850418,26.400482,43.849674
2011-04-21,31.543713,12.159182,70.429459,26.960846,44.911324
2011-04-25,31.509451,12.245866,70.315269,26.90662,45.207138
2011-04-26,31.742451,12.340426,71.293922,27.204874,44.875469
2011-04-27,31.88636,12.277386,71.587517,27.439869,44.840878
2011-04-28,31.715036,12.214342,71.228683,28.596754,44.40546
2011-04-29,31.619093,12.190702,71.750626,28.226189,44.83831
2011-05-02,31.46834,12.174944,70.926933,28.406956,44.34528
2011-05-03,30.700815,12.119781,69.825974,27.955042,44.591164
2011-05-04,30.412991,11.938534,69.165382,27.403715,44.766602
2011-05-05,29.796236,11.883374,67.379372,26.915661,44.40546
2011-05-06,30.344463,11.907013,67.43647,26.997004,44.393951
2011-05-09,30.748785,11.883374,67.83606,27.087383,44.514328
2011-05-10,30.824165,11.938534,67.966545,27.349482,44.751236
2011-05-11,30.409117,11.938534,66.531265,27.250067,44.466934
